Gordon Hayward,30075000,SF,32,31.5,CHO,14.7,4.3,4.1,0.2,0.8,2,0.475,0.325
Jaylen Brown,29776785,SF,26,35.9,BOS,26.6,6.9,3.5,0.4,1.1,2.9,0.491,0.335
Chris Paul,28400000,PG,37,32,PHO,13.9,4.3,8.9,0.4,1.5,1.9,0.44,0.375
Kyle Lowry,28333334,PG,36,31.2,MIA,11.2,4.1,5.1,0.4,1,1.9,0.404,0.345
Jalen Brunson,27733332,PG,26,35,NYK,24,3.5,6.2,0.2,0.9,2.1,0.491,0.416
DeMar DeRozan,27300000,SF,33,36.2,CHI,24.5,4.6,5.1,0.5,1.1,2.1,0.504,0.324
Al Horford,26500000,C,36,30.5,BOS,9.8,6.2,3,1,0.5,0.6,0.476,0.446
Draymond Green,25806468,PF,32,31.5,GSW,8.5,7.2,6.8,0.8,1,2.8,0.527,0.305
Julius Randle,23760000,PF,28,35.5,NYK,25.1,10,4.1,0.3,0.6,2.8,0.459,0.343
John Collins,23500000,PF,25,30,ATL,13.1,6.5,1.2,1,0.6,1.1,0.508,0.292
Mike Conley,22680000,PG,35,30.3,MIN/UTA,11.9,2.7,6.7,0.2,1.1,1.5,0.428,0.385
Malcolm Brogdon,22600000,PG,30,26,BOS,14.9,4.2,3.7,0.3,0.7,1.5,0.484,0.444
Anfernee Simons,22321429,SG,23,35,POR,21.1,2.6,4.1,0.2,0.7,2.1,0.447,0.377
Terry Rozier,21486316,SG,28,35.3,CHO,21.1,4.1,5.1,0.3,1.2,2.1,0.415,0.327
Fred VanVleet,21250000,PG,28,36.7,TOR,19.3,4.1,7.2,0.6,1.8,2,0.393,0.342
Buddy Hield,21177750,SF,30,31,IND,16.8,5,2.8,0.3,1.2,1.7,0.458,0.425
Domantas Sabonis,21100000,C,26,34.6,SAC,19.1,12.3,7.3,0.5,0.8,2.9,0.615,0.373
Jerami Grant,20955000,PF,28,35.7,POR,20.5,4.5,2.4,0.8,0.8,1.8,0.475,0.401
Aaron Gordon,20690909,PF,27,30.2,DEN,16.3,6.6,3,0.8,0.8,1.4,0.564,0.347
Mikal Bridges,20100000,SF-SG,26,35.7,BRK/PHO,20.1,4.4,3.3,0.7,1.1,1.5,0.468,0.382
Jarrett Allen,20000000,C,24,32.6,CLE,14.3,9.8,1.7,1.2,0.8,1.4,0.644,0.1
Nicolas Batum,19700319,PF,34,21.9,LAC,6.1,3.8,1.6,0.6,0.7,0.6,0.42,0.391
Eric Gordon,19568360,SG,34,28.5,HOU/LAC,12.4,1.9,2.7,0.4,0.6,1.5,0.446,0.371
Spencer Dinwiddie,19500000,SG-PG,29,34.5,BRK/DAL,17.3,3.4,6.5,0.3,0.8,1.8,0.438,0.369
Caris LeVert,18796296,SG,28,30.2,CLE,12.1,3.8,3.9,0.3,1,1.6,0.431,0.392
Joe Harris,18642857,SF,31,20.6,BRK,7.6,2.2,1.4,0.2,0.5,0.6,0.457,0.426
Harrison Barnes,18352273,PF,30,32.5,SAC,15,4.5,1.6,0.1,0.7,1,0.473,0.374
Clint Capela,18206896,C,28,26.6,ATL,12,11,0.9,1.2,0.7,0.8,0.653,0
Evan Fournier,18000000,SG,30,17,NYK,6.1,1.8,1.3,0.1,0.6,0.8,0.337,0.307
Steven Adams,17926829,C,29,27,MEM,8.6,11.5,2.3,1.1,0.9,1.9,0.597,0
Jonathan Isaac,17400000,PF,25,11.3,ORL,5,4,0.5,0.4,1.3,0.4,0.415,0.4
OG Anunoby,17357143,SF,25,35.6,TOR,16.8,5,2,0.7,1.9,2,0.476,0.387
Marcus Smart,17207142,PG,28,32.1,BOS,11.5,3.1,6.3,0.4,1.5,2.3,0.415,0.336
Derrick White,17142857,SG,28,28.3,BOS,12.4,3.6,3.9,0.9,0.7,1.2,0.462,0.381
Dejounte Murray,17071120,SG,26,36.4,ATL,20.5,5.3,6.1,0.3,1.5,2.2,0.464,0.344
Mitchell Robinson,17045454,C,24,27,NYK,7.4,9.4,0.9,1.8,0.9,0.7,0.671,0
Duncan Robinson,16902000,SF,28,16.5,MIA,6.4,1.6,1.1,0,0.3,0.7,0.371,0.328
Norman Powell,16758621,SG,29,26.1,LAC,17,2.9,1.8,0.3,0.8,1.7,0.479,0.397
Collin Sexton,16700000,PG,24,23.9,UTA,14.3,2.2,2.9,0.1,0.6,1.8,0.506,0.393
Markelle Fultz,16500000,PG,24,29.6,ORL,14,3.9,5.7,0.4,1.5,2.3,0.514,0.31
Lauri Markkanen,16475454,PF,25,34.4,UTA,25.6,8.6,1.9,0.6,0.6,1.9,0.499,0.391
Marcus Morris,16372093,PF,33,28.1,LAC,11.2,4,1.8,0.3,0.6,0.9,0.426,0.364
Malik Beasley,15558035,SG,26,25.8,LAL/UTA,12.7,3.5,1.5,0.1,0.8,1.1,0.395,0.357
Luguentz Dort,15277778,SF,23,30.7,OKC,13.7,4.6,2.1,0.3,1,1.2,0.388,0.33
Will Barton,15059712,SG,32,17.7,WAS/TOR,6.8,2.4,2,0.2,0.5,0.9,0.379,0.367
Tyus Jones,15000000,PG,26,24.3,MEM,10.3,2.5,5.2,0.1,1,0.9,0.438,0.371
Derrick Rose,14520730,PG,34,12.5,NYK,5.6,1.5,1.7,0.2,0.3,0.8,0.384,0.302
Kevin Huerter,14508929,SG,24,29.4,SAC,15.2,3.3,2.9,0.3,1.1,1.3,0.485,0.402
Christian Wood,14317459,C,27,25.9,DAL,16.6,7.3,1.8,1.1,0.4,1.8,0.515,0.376
Kentavious Caldwell-Pope,14004703,SG,29,31.3,DEN,10.8,2.7,2.4,0.5,1.5,1.1,0.462,0.423
Brook Lopez,13906976,C,34,30.4,MIL,15.9,6.7,1.3,2.5,0.5,1.4,0.531,0.374
Patrick Beverley,13801614,SG-PG,34,27.1,LAL/CHI,6.2,3.7,2.9,0.6,0.9,0.9,0.4,0.335
Doug McDermott,13750000,SF,31,20.5,SAS,10.2,2.2,1.4,0.1,0.2,0.9,0.457,0.413
Luke Kennard,13745455,SG,26,22.3,LAC/MEM,9.3,2.7,1.5,0.1,0.5,0.8,0.492,0.494
Zion Williamson,13534817,PF,22,33,NOP,26,7,4.6,0.6,1.1,3.4,0.608,0.368
Jordan Clarkson,13340000,SG,30,32.6,UTA,20.8,4,4.4,0.2,0.5,3,0.444,0.338
Gary Harris,13000000,SG,28,24.7,ORL,8.3,2,1.2,0.3,0.9,0.6,0.45,0.431
Kyle Kuzma,13000000,PF,27,35,WAS,21.2,7.2,3.7,0.5,0.6,3,0.448,0.333
Josh Hart,12960000,SF,27,32.3,NYK/POR,9.8,7.8,3.8,0.3,1.2,1.5,0.529,0.372
Dorian Finney-Smith,12939848,PF,29,30.4,BRK/DAL,8.3,4.8,1.5,0.5,0.8,0.9,0.391,0.337
Kelly Olynyk,12804878,C,31,28.6,UTA,12.5,6.2,3.7,0.5,0.9,2.5,0.499,0.394
Chris Boucher,12690000,PF,30,20,TOR,9.4,5.5,0.4,0.8,0.6,0.5,0.493,0.328
Robert Covington,12307692,PF,32,16.2,LAC,6,3.5,1.2,0.7,0.8,0.7,0.445,0.397
Josh Richardson,12196094,SG,29,23.5,NOP/SAS,10.1,2.7,2.7,0.3,1.1,1.3,0.431,0.365
Ja Morant,12119440,PG,23,31.9,MEM,26.2,5.9,8.1,0.3,1.1,3.4,0.466,0.307
Danny Green,11710528,SG,35,12.5,CLE/MEM,5.5,1.3,0.5,0.3,0.5,0.9,0.449,0.432
Terrence Ross,11500000,SG,31,21.1,ORL/PHO,8.3,2.4,1.5,0.2,0.6,0.7,0.43,0.368
Reggie Jackson,11457217,PG,32,24.4,DEN/LAC,10.2,2.1,3.4,0.1,0.7,1.7,0.411,0.333
Dillon Brooks,11400000,SF,27,30.3,MEM,14.3,3.3,2.6,0.2,0.9,1.4,0.396,0.326
Richaun Holmes,11215260,C,29,8.3,SAC,3.1,1.9,0.2,0.3,0.1,0.3,0.618,0.625
Dwight Powell,11080125,C,31,19.2,DAL,6.7,4.1,0.9,0.3,0.6,0.9,0.732,0
Paolo Banchero,11055120,PF,20,33.8,ORL,20,6.9,3.7,0.5,0.8,2.8,0.427,0.298
RJ Barrett,10900634,SG,22,33.9,NYK,19.6,5,2.8,0.2,0.4,2.2,0.434,0.31
Bobby Portis,10843350,PF,27,26,MIL,14.1,9.6,1.5,0.2,0.4,1.2,0.496,0.37
DeAndre Jordan,10733758,C,34,15,DEN,5.1,5.2,0.9,0.6,0.3,1.2,0.765,1
Anthony Edwards,10733400,SG,21,36,MIN,24.6,5.8,4.4,0.7,1.6,3.3,0.459,0.369
Robert Williams,10714287,C,25,23.5,BOS,8,8.3,1.4,1.4,0.6,1,0.747,0
Cade Cunningham,10552800,PG,21,33.3,DET,19.9,6.2,6,0.6,0.8,3.3,0.415,0.279
Mo Bamba,10300000,C,24,15.7,LAL/ORL,6.6,4.6,0.9,0.9,0.3,0.6,0.485,0.387
Talen Horton-Tucker,10260000,SG,22,20.2,UTA,10.7,3.2,3.8,0.4,0.6,1.9,0.419,0.286
Jae Crowder,10183800,PF,32,18.9,MIL,6.9,3.8,1.5,0.3,0.7,0.4,0.479,0.436
Ivica Zubac,10123457,C,25,28.6,LAC,10.8,9.9,1,1.3,0.4,1.5,0.634,0
Reggie Bullock,10012800,SF,31,30.3,DAL,7.2,3.6,1.4,0.2,0.7,0.5,0.409,0.38
Alec Burks,10012800,SG,31,22,DET,12.8,3.1,2.2,0.2,0.7,1.1,0.436,0.414
De'Andre Hunter,9835881,SF,25,31.7,ATL,15.4,4.2,1.4,0.3,0.5,1.2,0.461,0.35
James Wiseman,9603360,C,21,19.3,GSW/DET,10,5.9,0.7,0.6,0.2,1.1,0.558,0.2
Landry Shamet,9500000,SG,25,20.2,PHO,8.7,1.7,2.3,0.1,0.7,0.9,0.377,0.377
Malik Monk,9472219,SG,24,22.3,SAC,13.5,2.6,3.9,0.3,0.6,1.9,0.448,0.359
Jalen Green,9441840,SG,20,34.2,HOU,22.1,3.7,3.7,0.2,0.8,2.6,0.416,0.338
Jakob Poeltl,9398148,C,27,26.5,SAS/TOR,12.5,9.1,2.7,1.2,0.9,1.7,0.629,0
Nerlens Noel,9391069,C,28,11.5,BRK/DET,2.1,2.7,0.6,0.6,0.9,0.8,0.361,0.5
Royce O'Neale,9200000,SF,29,31.7,BRK,8.8,5.1,3.7,0.6,0.9,1.5,0.386,0.389
Monte Morris,9125000,PG,27,27.3,WAS,10.3,3.4,5.3,0.2,0.7,1,0.48,0.382
Mason Plumlee,9080417,C,32,26,LAC/CHO,10.8,8.9,3.1,0.6,0.6,1.5,0.68,0
Alex Caruso,9030000,PG,28,23.5,CHI,5.6,2.9,2.9,0.7,1.5,1.1,0.455,0.364
Maxi Kleber,9000000,PF,31,25.1,DAL,5.9,3.6,1.4,0.8,0.3,0.7,0.456,0.348
Grayson Allen,8925000,SG,27,27.4,MIL,10.4,3.3,2.3,0.2,0.9,1,0.44,0.399
Darius Garland,8920794,PG,23,35.5,CLE,21.6,2.7,7.8,0.1,1.2,2.9,0.462,0.41
Isaiah Hartenstein,8854879,C,24,19.8,NYK,5,6.5,1.2,0.8,0.6,0.8,0.535,0.216
Kyle Anderson,8780488,PF,29,28.4,MIN,9.4,5.3,4.9,0.9,1.1,1.5,0.509,0.41
Victor Oladipo,8750000,SG,30,26.3,MIA,10.7,3,3.5,0.3,1.4,2.1,0.397,0.33
Daniel Theis,8694369,C,30,15.6,IND,7,3.1,1.3,0.9,0.3,0.4,0.477,0.182
LaMelo Ball,8623920,PG,21,35.2,CHO,23.3,6.4,8.4,0.3,1.3,3.6,0.411,0.376
Seth Curry,8496653,SG,32,19.9,BRK,9.2,1.6,1.6,0.1,0.6,0.8,0.463,0.405
Evan Mobley,8478720,PF,21,34.4,CLE,16.2,9,2.8,1.5,0.8,1.8,0.554,0.216
Gary Payton II,8300000,SG,30,16.7,GSW/POR,4.6,3.1,1.4,0.2,1,0.7,0.594,0.5
Dewayne Dedmon,8283688,C,33,11.2,PHI/MIA,5.2,3.5,0.7,0.5,0.2,0.7,0.51,0.308
De'Anthony Melton,8250000,SG,24,27.9,PHI,10.1,4.1,2.6,0.5,1.6,1.3,0.425,0.39
JaMychal Green,8200000,PF,32,14,GSW,6.4,3.6,0.9,0.4,0.4,0.9,0.54,0.378
Keegan Murray,8008440,SF,22,29.8,SAC,12.2,4.6,1.2,0.5,0.8,0.8,0.453,0.411
Kevon Looney,8000000,C,26,23.9,GSW,7,9.3,2.5,0.6,0.6,0.5,0.63,0
Thaddeus Young,8000000,PF,34,14.7,TOR,4.4,3.1,1.4,0.1,1,0.8,0.545,0.176
Delon Wright,7804878,PG,30,24.4,WAS,7.4,3.6,3.9,0.3,1.8,0.9,0.474,0.345
Patrick Williams,7775400,PF,21,28.3,CHI,10.2,4,1.2,0.9,0.9,1.2,0.464,0.415
Scottie Barnes,7644600,SF,21,34.8,TOR,15.3,6.6,4.8,0.8,1.1,2,0.456,0.281
Cedi Osman,7426088,SF,27,20.1,CLE,8.7,2.3,1.5,0.1,0.5,0.7,0.451,0.372
Coby White,7413955,SG,22,23.4,CHI,9.7,2.9,2.8,0.1,0.7,1,0.443,0.372
Zach Collins,7350000,C,25,22.9,SAS,11.6,6.4,2.9,0.8,0.6,2,0.518,0.374
Jaden Ivey,7252200,SG,20,31.1,DET,16.3,3.9,5.2,0.2,0.8,3.2,0.416,0.343
Taurean Prince,7100000,PF,28,22.1,MIN,9.1,2.4,1.6,0.3,0.5,1.3,0.467,0.381
Jae'Sean Tate,7065217,SF,27,21.8,HOU,9.1,3.8,2.7,0.2,0.7,1.5,0.48,0.283
Isaac Okoro,7040880,SF,22,21.7,CLE,6.4,2.5,1.1,0.4,0.7,0.6,0.494,0.363
Cody Martin,7000000,SF,27,19.1,CHO,5,3.4,1.6,0.1,0.6,0.3,0.389,0.214
Jalen Suggs,6922320,SG,21,23.5,ORL,9.9,3,2.9,0.5,1.3,1.8,0.419,0.327
Jaxson Hayes,6803012,C,22,13,NOP,5,2.8,0.7,0.4,0.4,0.7,0.551,0.103
Khem Birch,6667500,C,30,8.1,TOR,2.2,1.3,0.4,0.3,0.3,0.4,0.594,0.5
Bennedict Mathurin,6586800,SG,20,28.5,IND,16.7,4.1,1.5,0.2,0.6,1.9,0.434,0.323
Bruce Brown,6479000,SF,26,28.5,DEN,11.5,4.1,3.4,0.6,1.1,1.5,0.483,0.358
Caleb Martin,6479000,SF,27,29.3,MIA,9.6,4.8,1.6,0.4,1,1.1,0.464,0.356
Joe Ingles,6479000,SF,35,22.7,MIL,6.9,2.8,3.3,0.1,0.7,1.2,0.435,0.409
Onyeka Okongwu,6395160,C,22,23.1,ATL,9.9,7.2,1,1.3,0.7,1,0.638,0.308
Josh Giddey,6287400,PF,20,31.1,OKC,16.6,7.9,6.2,0.4,0.8,2.8,0.482,0.325
Rui Hachimura,6263188,PF,24,23.3,LAL/WAS,11.2,4.5,0.9,0.4,0.3,0.8,0.486,0.319
Rudy Gay,6184500,PF,36,14.6,UTA,5.2,2.9,1,0.3,0.3,0.7,0.38,0.254
Jevon Carter,6025000,PG,27,22.3,MIL,8,2.5,2.4,0.4,0.8,1,0.423,0.421
Shaedon Sharpe,6012960,SG,19,22.2,POR,9.9,3,1.2,0.3,0.5,1,0.472,0.36
Cameron Payne,6000000,PG,28,20.2,PHO,10.3,2.2,4.5,0.2,0.7,1.7,0.415,0.368
Justin Holiday,5987975,SF,33,15.3,DAL/ATL,4.5,1.2,0.9,0.4,0.4,0.5,0.377,0.322
Cam Reddish,5954454,SF,23,24.8,NYK/POR,9.7,2.2,1.4,0.4,1,1.2,0.446,0.313
Cameron Johnson,5887899,PF,26,28.5,BRK/PHO,15.5,4.4,1.9,0.3,1.2,0.9,0.47,0.404
Ricky Rubio,5853659,PG,32,17.2,CLE,5.2,2.1,3.5,0.2,0.8,0.9,0.343,0.256
Killian Hayes,5837760,PG,21,28.3,DET,10.3,2.9,6.2,0.4,1.4,2.3,0.377,0.28
Jonathan Kuminga,5739840,PF,20,20.8,GSW,9.9,3.4,1.9,0.5,0.6,1.4,0.525,0.37
Pat Connaughton,5728393,SF,30,23.7,MIL,7.6,4.6,1.3,0.2,0.6,0.5,0.392,0.339
Tyler Herro,5722116,SG,23,34.9,MIA,20.1,5.4,4.2,0.2,0.8,2.4,0.439,0.378
Romeo Langford,5634257,SG,23,19.6,SAS,6.9,2.7,1.2,0.3,0.6,0.7,0.467,0.262
Dyson Daniels,5508600,PG,19,17.7,NOP,3.8,3.2,2.3,0.2,0.7,1,0.418,0.314
JaVale McGee,5461219,C,35,8.5,DAL,4.4,2.5,0.3,0.6,0.1,0.9,0.64,0.4
Goga Bitadze,5377520,C,23,12,ORL/IND,4.4,3.6,1,0.7,0.4,0.6,0.552,0.231
Obi Toppin,5348280,PF,24,15.7,NYK,7.4,2.8,1,0.2,0.3,0.6,0.446,0.344
Franz Wagner,5258280,SF,21,32.6,ORL,18.6,4.1,3.5,0.2,1,2.1,0.485,0.361
Kendrick Nunn,5250000,SG,27,13.8,LAL/WAS,7.1,1.6,1.3,0.1,0.4,0.9,0.424,0.354
Hamidou Diallo,5200000,SF,24,17.8,DET,9.3,3.5,1,0.3,0.9,1.3,0.573,0.238
Cory Joseph,5155500,PG,31,19.8,DET,6.9,1.7,3.5,0.1,0.5,0.9,0.427,0.389
Garrett Temple,5155500,SG,36,6.5,NOP,2,0.7,0.5,0.1,0.4,0.2,0.4,0.423
Torrey Craig,5121951,PF,32,24.7,PHO,7.4,5.4,1.5,0.8,0.6,0.9,0.456,0.395
Jeremy Sochan,5063520,PF,19,26,SAS,11,5.3,2.5,0.4,0.8,1.7,0.453,0.246
Nickeil Alexander-Walker,5009633,SG,24,15,MIN/UTA,6.2,1.7,1.8,0.4,0.5,0.9,0.444,0.384
Furkan Korkmaz,5000000,SG,25,9.5,PHI,3.8,1.1,0.6,0.1,0.3,0.6,0.432,0.391
Deni Avdija,4916160,SF,22,26.6,WAS,9.2,6.4,2.8,0.4,0.9,1.6,0.437,0.297
Davion Mitchell,4833600,PG,24,18.1,SAC,5.6,1.3,2.3,0.2,0.6,0.8,0.454,0.32
Johnny Davis,4810320,SG,20,15.1,WAS,5.8,2.3,1,0.3,0.4,0.6,0.386,0.243
Ty Jerome,4728948,SG,25,18.1,GSW,6.9,1.7,3,0.1,0.5,0.7,0.488,0.389
Jalen Smith,4670160,C,22,18.8,IND,9.4,5.8,1,0.9,0.3,1.1,0.476,0.283
Ziaire Williams,4591680,SF,21,15.2,MEM,5.7,2.1,0.9,0.2,0.4,1,0.429,0.258
Ousmane Dieng,4569840,PF,19,14.6,OKC,4.9,2.7,1.2,0.2,0.4,0.7,0.42,0.265
Jeff Green,4500000,PF,36,19.5,DEN,7.8,2.6,1.2,0.3,0.3,0.8,0.488,0.288
Donte DiVincenzo,4500000,SG,26,26.3,GSW,9.4,4.5,3.5,0.1,1.3,1.6,0.435,0.397
Devin Vassell,4437000,SG,22,31,SAS,18.5,3.9,3.6,0.4,1.1,1.5,0.439,0.387
Matisse Thybulle,4379526,SF-SG,25,16.9,PHI/POR,4.1,2,0.7,0.5,1.2,0.3,0.435,0.365
Jarred Vanderbilt,4374000,PF,23,24.1,LAL/UTA,7.9,7.5,2.4,0.3,1.1,1.2,0.548,0.322
James Bouknight,4362240,SG,22,15.1,CHO,5.6,2.1,1.2,0.1,0.4,0.9,0.358,0.303
Brandon Clarke,4343919,PF,26,19.5,MEM,10,5.5,1.3,0.7,0.6,1,0.656,0.167
Jalen Williams,4341480,SG,21,30.3,OKC,14.1,4.5,3.3,0.5,1.4,1.6,0.521,0.356
Grant Williams,4306281,PF,24,25.9,BOS,8.1,4.6,1.7,0.4,0.5,1,0.454,0.395
Darius Bazley,4264628,C,22,14.3,OKC/PHO,5.2,3.2,0.9,0.8,0.5,0.6,0.454,0.377
Tyrese Haliburton,4215120,PG,22,33.6,IND,20.7,3.7,10.4,0.4,1.6,2.5,0.49,0.4
Nassir Little,4171548,SF,22,18.1,POR,6.6,2.6,0.9,0.4,0.4,0.7,0.442,0.367
Jalen Duren,4124280,C,19,24.9,DET,9.1,8.9,1.1,0.9,0.7,1.4,0.648,0
Gorgui Dieng,4105236,C,33,11.5,SAS,3.9,3.5,1.7,0.5,0.1,1,0.385,0.28
Justise Winslow,4097561,PF,26,26.8,POR,6.8,5,3.4,0.4,1,1.5,0.409,0.311
Dylan Windler,4037277,SF,26,3.3,CLE,1.7,0,0.3,0,0.3,0.3,0.667,0.5
Stanley Johnson,4022164,SF,26,15.6,SAS,5.8,3.2,2.2,0.2,0.5,1.1,0.533,0.45
George Hill,4000000,PG-SG,36,18.1,MIL/IND,5,1.8,2.4,0.1,0.6,0.7,0.47,0.358
Terence Davis,4000000,SG,25,13.1,SAC,6.7,2.2,1,0.2,0.7,0.8,0.423,0.366
Chris Duarte,3936960,SF,25,19.5,IND,7.9,2.5,1.4,0.2,0.5,0.9,0.369,0.316
Alex Len,3918600,C,29,6.2,SAC,1.7,2.3,0.5,0.4,0.2,0.6,0.533,0
Ochai Agbaji,3918360,SG,22,20.5,UTA,7.9,2.1,1.1,0.3,0.3,0.7,0.427,0.355
Jordan Poole,3901399,PG,23,30,GSW,20.4,2.7,4.5,0.3,0.8,3.1,0.43,0.336
Keldon Johnson,3873024,SF,23,32.7,SAS,22,5,2.9,0.2,0.7,2.1,0.452,0.329
James Johnson,3841067,PF,35,9,IND,2.8,1.7,0.8,0.3,0.4,0.4,0.449,0.2
Aaron Nesmith,3804360,SF,23,24.9,IND,10.1,3.8,1.3,0.5,0.8,1,0.427,0.366
Moses Moody,3740160,SG,20,13,GSW,4.8,1.7,0.8,0.1,0.3,0.5,0.476,0.363
Mark Williams,3722040,C,21,19.3,CHO,9,7.1,0.4,1,0.7,0.9,0.637,0
Cole Anthony,3613680,PG,22,25.9,ORL,13,4.8,3.9,0.5,0.6,1.5,0.454,0.364
Corey Kispert,3552840,SF,23,28.3,WAS,11.1,2.8,1.2,0.1,0.4,0.7,0.497,0.424
AJ Griffin,3536160,SF,19,19.5,ATL,8.9,2.1,1,0.2,0.6,0.6,0.465,0.39
Mike Muscala,3500000,C,31,15,BOS/OKC,6.1,3.2,0.8,0.4,0.2,0.4,0.449,0.391
Georges Niang,3465000,PF,29,19.4,PHI,8.2,2.4,1,0.2,0.4,0.7,0.442,0.401
Isaiah Stewart,3433320,C,21,28.3,DET,11.3,8.1,1.4,0.7,0.4,1.4,0.442,0.327
Chuma Okeke,3433320,SF,24,19.2,ORL,4.7,3.6,1.4,0.4,0.7,0.6,0.352,0.302
Amir Coffey,3395062,SF,25,12.5,LAC,3.4,1.1,1.1,0.1,0.1,0.4,0.386,0.275
Tari Eason,3359160,PF,21,21.5,HOU,9.3,6,1.1,0.6,1.2,1.2,0.448,0.343
Aleksej Pokusevski,3261480,PF,21,20.6,OKC,8.1,4.7,1.9,1.3,0.6,1.3,0.434,0.365
Simone Fontecchio,3205128,SF,27,14.7,UTA,6.3,1.7,0.8,0.2,0.3,0.8,0.369,0.33
Andre Drummond,3200000,C,29,12.7,CHI,6,6.6,0.5,0.4,0.7,1.1,0.606,0
Dalen Terry,3191400,SG,20,5.6,CHI,2.2,1,0.6,0.1,0.3,0.2,0.444,0.259
